site,instrument,year,parameter,metric,metric_value_no TFEE adjustment,metric_value_TFEE adjusted,management_level_no TFEE adjustment,management_level_TFEE adjusted
Fort St John Key Learning Centre,NA,2018,so2,so2_1hr,4.9,NA,green,NA
Fort St John Key Learning Centre,NA,2018,so2,so2_ann,0.3,NA,green,NA
Fort St John Key Learning Centre,NA,2019,so2,so2_1hr,5.1,NA,green,NA
Fort St John Key Learning Centre,NA,2019,so2,so2_ann,0.3,NA,green,NA
Kamloops Federal Building,NA,2013,so2,so2_1hr,12.6,NA,green,NA
Kamloops Federal Building,NA,2013,so2,so2_ann,0.5,NA,green,NA
Kamloops Federal Building,NA,2014,so2,so2_1hr,11.5,NA,green,NA
Kamloops Federal Building,NA,2014,so2,so2_ann,0.5,NA,green,NA
Kamloops Federal Building,NA,2015,so2,so2_1hr,10.2,NA,green,NA
Kamloops Federal Building,NA,2015,so2,so2_ann,0.5,NA,green,NA
Kamloops Federal Building,NA,2016,so2,so2_1hr,9.6,NA,green,NA
Kamloops Federal Building,NA,2016,so2,so2_ann,0.6,NA,green,NA
Kamloops Federal Building,NA,2017,so2,so2_1hr,9.4,NA,green,NA
Kamloops Federal Building,NA,2017,so2,so2_ann,0.5,NA,green,NA
Kamloops Federal Building,NA,2018,so2,so2_1hr,7.4,NA,green,NA
Kamloops Federal Building,NA,2018,so2,so2_ann,0.2,NA,green,NA
Kamloops Federal Building,NA,2019,so2,so2_1hr,6.6,NA,green,NA
Kamloops Federal Building,NA,2019,so2,so2_ann,0.2,NA,green,NA
Kelowna,NA,2013,so2,so2_1hr,1.8,NA,green,NA
Kelowna,NA,2013,so2,so2_ann,0.4,NA,green,NA
Kelowna,NA,2014,so2,so2_1hr,1.8,NA,green,NA
Kelowna,NA,2014,so2,so2_ann,0.3,NA,green,NA
Kelowna,NA,2015,so2,so2_1hr,1.8,NA,green,NA
Kelowna,NA,2015,so2,so2_ann,0.4,NA,green,NA
Kelowna,NA,2016,so2,so2_1hr,1.8,NA,green,NA
Kelowna,NA,2016,so2,so2_ann,0.3,NA,green,NA
Kelowna,NA,2017,so2,so2_1hr,1.8,NA,green,NA
Kelowna,NA,2017,so2,so2_ann,0.3,NA,green,NA
Kelowna,NA,2018,so2,so2_1hr,1.8,NA,green,NA
Kelowna,NA,2018,so2,so2_ann,0.4,NA,green,NA
Kelowna,NA,2019,so2,so2_1hr,1.8,NA,green,NA
Kitimat Haisla Village,NA,2013,so2,so2_1hr,11.5,NA,green,NA
Kitimat Haisla Village,NA,2013,so2,so2_ann,0.2,NA,green,NA
Kitimat Haisla Village,NA,2014,so2,so2_1hr,10.7,NA,green,NA
Kitimat Haisla Village,NA,2014,so2,so2_ann,0.2,NA,green,NA
Kitimat Haisla Village,NA,2015,so2,so2_1hr,7.9,NA,green,NA
Kitimat Haisla Village,NA,2015,so2,so2_ann,0.3,NA,green,NA
Kitimat Haisla Village,NA,2016,so2,so2_1hr,10.5,NA,green,NA
Kitimat Haisla Village,NA,2016,so2,so2_ann,0.4,NA,green,NA
Kitimat Haisla Village,NA,2017,so2,so2_1hr,11.8,NA,green,NA
Kitimat Haisla Village,NA,2017,so2,so2_ann,0.3,NA,green,NA
Kitimat Haisla Village,NA,2018,so2,so2_1hr,16.5,NA,green,NA
Kitimat Haisla Village,NA,2018,so2,so2_ann,0.2,NA,green,NA
Kitimat Haisla Village,NA,2019,so2,so2_1hr,16,NA,green,NA
Kitimat Haisla Village,NA,2019,so2,so2_ann,0.3,NA,green,NA
Kitimat Riverlodge,NA,2014,so2,so2_ann,0.3,NA,green,NA
Kitimat Riverlodge,NA,2015,so2,so2_1hr,16,NA,green,NA
Kitimat Riverlodge,NA,2015,so2,so2_ann,0.4,NA,green,NA
Kitimat Riverlodge,NA,2016,so2,so2_1hr,18,NA,green,NA
Kitimat Riverlodge,NA,2016,so2,so2_ann,0.5,NA,green,NA
Kitimat Riverlodge,NA,2017,so2,so2_1hr,20.5,NA,green,NA
Kitimat Riverlodge,NA,2017,so2,so2_ann,0.4,NA,green,NA
Kitimat Riverlodge,NA,2018,so2,so2_1hr,26.4,NA,green,NA
Kitimat Riverlodge,NA,2018,so2,so2_ann,0.5,NA,green,NA
Kitimat Riverlodge,NA,2019,so2,so2_1hr,32.1,NA,yellow,NA
Kitimat Riverlodge,NA,2019,so2,so2_ann,0.5,NA,green,NA
Kitimat Whitesail,NA,2016,so2,so2_ann,0.5,NA,green,NA
Kitimat Whitesail,NA,2017,so2,so2_1hr,18.2,NA,green,NA
Kitimat Whitesail,NA,2017,so2,so2_ann,0.4,NA,green,NA
Kitimat Whitesail,NA,2018,so2,so2_1hr,18.8,NA,green,NA
Kitimat Whitesail,NA,2018,so2,so2_ann,0.3,NA,green,NA
Kitimat Whitesail,NA,2019,so2,so2_1hr,21,NA,green,NA
Kitimat Whitesail,NA,2019,so2,so2_ann,0.4,NA,green,NA
Langdale Elementary,NA,2013,so2,so2_1hr,12,NA,green,NA
Langdale Elementary,NA,2013,so2,so2_ann,1,NA,green,NA
Langdale Elementary,NA,2014,so2,so2_1hr,13.1,NA,green,NA
Langdale Elementary,NA,2014,so2,so2_ann,1.1,NA,green,NA
Langdale Elementary,NA,2015,so2,so2_1hr,11.3,NA,green,NA
Langdale Elementary,NA,2015,so2,so2_ann,0.9,NA,green,NA
Langdale Elementary,NA,2016,so2,so2_1hr,9.6,NA,green,NA
Langdale Elementary,NA,2016,so2,so2_ann,0.7,NA,green,NA
Langdale Elementary,NA,2017,so2,so2_1hr,9.3,NA,green,NA
Langdale Elementary,NA,2017,so2,so2_ann,0.7,NA,green,NA
Langdale Elementary,NA,2018,so2,so2_1hr,10.8,NA,green,NA
Langdale Elementary,NA,2018,so2,so2_ann,0.6,NA,green,NA
Langdale Elementary,NA,2019,so2,so2_1hr,12.2,NA,green,NA
Langley Central,NA,2013,so2,so2_1hr,4.4,NA,green,NA
Langley Central,NA,2013,so2,so2_ann,0.2,NA,green,NA
Langley Central,NA,2014,so2,so2_1hr,5.1,NA,green,NA
Langley Central,NA,2014,so2,so2_ann,0.2,NA,green,NA
Langley Central,NA,2015,so2,so2_1hr,5.3,NA,green,NA
Langley Central,NA,2015,so2,so2_ann,0.2,NA,green,NA
Langley Central,NA,2016,so2,so2_1hr,5.1,NA,green,NA
Langley Central,NA,2016,so2,so2_ann,0.1,NA,green,NA
Langley Central,NA,2017,so2,so2_1hr,4.3,NA,green,NA
Langley Central,NA,2017,so2,so2_ann,0.2,NA,green,NA
Langley Central,NA,2018,so2,so2_1hr,3.6,NA,green,NA
Langley Central,NA,2018,so2,so2_ann,0.1,NA,green,NA
Langley Central,NA,2019,so2,so2_1hr,3.5,NA,green,NA
Langley Central,NA,2019,so2,so2_ann,0.2,NA,green,NA
North Burnaby Capitol Hill,NA,2013,so2,so2_1hr,82.3,NA,red,NA
North Burnaby Capitol Hill,NA,2013,so2,so2_ann,1.7,NA,green,NA
North Burnaby Capitol Hill,NA,2014,so2,so2_1hr,88.6,NA,red,NA
North Burnaby Capitol Hill,NA,2014,so2,so2_ann,1.3,NA,green,NA
North Burnaby Capitol Hill,NA,2015,so2,so2_1hr,89.1,NA,red,NA
North Burnaby Capitol Hill,NA,2015,so2,so2_ann,0.8,NA,green,NA
North Burnaby Capitol Hill,NA,2016,so2,so2_1hr,60.8,NA,orange,NA
North Burnaby Capitol Hill,NA,2016,so2,so2_ann,0.5,NA,green,NA
North Burnaby Capitol Hill,NA,2017,so2,so2_1hr,59.5,NA,orange,NA
North Burnaby Capitol Hill,NA,2017,so2,so2_ann,0.9,NA,green,NA
North Burnaby Capitol Hill,NA,2018,so2,so2_1hr,55.2,NA,orange,NA
North Burnaby Capitol Hill,NA,2018,so2,so2_ann,0.6,NA,green,NA
North Burnaby Capitol Hill,NA,2019,so2,so2_1hr,54,NA,orange,NA
North Burnaby Capitol Hill,NA,2019,so2,so2_ann,0.5,NA,green,NA
North Vancouver Mahon Park,NA,2013,so2,so2_1hr,20.3,NA,green,NA
North Vancouver Mahon Park,NA,2013,so2,so2_ann,0.8,NA,green,NA
North Vancouver Mahon Park,NA,2014,so2,so2_1hr,15.7,NA,green,NA
North Vancouver Mahon Park,NA,2014,so2,so2_ann,0.8,NA,green,NA
North Vancouver Mahon Park,NA,2015,so2,so2_1hr,10.8,NA,green,NA
North Vancouver Mahon Park,NA,2015,so2,so2_ann,0.3,NA,green,NA
North Vancouver Mahon Park,NA,2016,so2,so2_1hr,8.1,NA,green,NA
North Vancouver Mahon Park,NA,2016,so2,so2_ann,0.3,NA,green,NA
North Vancouver Mahon Park,NA,2017,so2,so2_1hr,5.4,NA,green,NA
North Vancouver Mahon Park,NA,2017,so2,so2_ann,0.4,NA,green,NA
North Vancouver Mahon Park,NA,2018,so2,so2_1hr,5,NA,green,NA
North Vancouver Mahon Park,NA,2018,so2,so2_ann,0.3,NA,green,NA
North Vancouver Mahon Park,NA,2019,so2,so2_1hr,4.7,NA,green,NA
North Vancouver Mahon Park,NA,2019,so2,so2_ann,0.2,NA,green,NA
North Vancouver Second Narrows,NA,2013,so2,so2_1hr,25.6,NA,green,NA
North Vancouver Second Narrows,NA,2013,so2,so2_ann,1.3,NA,green,NA
North Vancouver Second Narrows,NA,2014,so2,so2_1hr,19.7,NA,green,NA
North Vancouver Second Narrows,NA,2014,so2,so2_ann,1.4,NA,green,NA
North Vancouver Second Narrows,NA,2015,so2,so2_1hr,12.9,NA,green,NA
North Vancouver Second Narrows,NA,2015,so2,so2_ann,0.6,NA,green,NA
North Vancouver Second Narrows,NA,2016,so2,so2_1hr,9.7,NA,green,NA
North Vancouver Second Narrows,NA,2016,so2,so2_ann,0.4,NA,green,NA
North Vancouver Second Narrows,NA,2017,so2,so2_1hr,7.2,NA,green,NA
North Vancouver Second Narrows,NA,2017,so2,so2_ann,0.5,NA,green,NA
North Vancouver Second Narrows,NA,2018,so2,so2_1hr,6.7,NA,green,NA
North Vancouver Second Narrows,NA,2018,so2,so2_ann,0.3,NA,green,NA
Pitt Meadows Meadowlands School,NA,2013,so2,so2_1hr,5.2,NA,green,NA
Pitt Meadows Meadowlands School,NA,2013,so2,so2_ann,0.4,NA,green,NA
Pitt Meadows Meadowlands School,NA,2014,so2,so2_1hr,5,NA,green,NA
Pitt Meadows Meadowlands School,NA,2014,so2,so2_ann,0.4,NA,green,NA
Pitt Meadows Meadowlands School,NA,2015,so2,so2_1hr,4.3,NA,green,NA
Pitt Meadows Meadowlands School,NA,2015,so2,so2_ann,0.4,NA,green,NA
Pitt Meadows Meadowlands School,NA,2016,so2,so2_1hr,4.1,NA,green,NA
Pitt Meadows Meadowlands School,NA,2016,so2,so2_ann,0.3,NA,green,NA
Pitt Meadows Meadowlands School,NA,2017,so2,so2_1hr,3.9,NA,green,NA
Pitt Meadows Meadowlands School,NA,2017,so2,so2_ann,0.4,NA,green,NA
Pitt Meadows Meadowlands School,NA,2018,so2,so2_1hr,3.9,NA,green,NA
Pitt Meadows Meadowlands School,NA,2018,so2,so2_ann,0.3,NA,green,NA
Pitt Meadows Meadowlands School,NA,2019,so2,so2_1hr,4.3,NA,green,NA
Pitt Meadows Meadowlands School,NA,2019,so2,so2_ann,0.4,NA,green,NA
Port Alberni Elementary,NA,2014,so2,so2_ann,0.5,NA,green,NA
Port Alberni Elementary,NA,2015,so2,so2_1hr,6.5,NA,green,NA
Port Alberni Elementary,NA,2015,so2,so2_ann,0.4,NA,green,NA
Port Alberni Elementary,NA,2016,so2,so2_1hr,6.6,NA,green,NA
Port Alberni Elementary,NA,2016,so2,so2_ann,0.6,NA,green,NA
Port Alberni Elementary,NA,2017,so2,so2_1hr,5.9,NA,green,NA
Port Alberni Firehall MAML,NA,2014,so2,so2_ann,0.4,NA,green,NA
Port Alice Lake Road,NA,2013,so2,so2_1hr,329.6,NA,red,NA
Port Alice Lake Road,NA,2013,so2,so2_ann,4.9,NA,orange,NA
Port Alice Lake Road,NA,2014,so2,so2_1hr,418.9,NA,red,NA
Port Alice Lake Road,NA,2014,so2,so2_ann,7.6,NA,red,NA
Port Alice Lake Road,NA,2015,so2,so2_1hr,316.1,NA,red,NA
Port Alice Lake Road,NA,2016,so2,so2_1hr,328.7,NA,red,NA
Port Moody Rocky Point Park,NA,2013,so2,so2_1hr,20.1,NA,green,NA
Port Moody Rocky Point Park,NA,2013,so2,so2_ann,0.9,NA,green,NA
Port Moody Rocky Point Park,NA,2014,so2,so2_1hr,16.8,NA,green,NA
Port Moody Rocky Point Park,NA,2014,so2,so2_ann,0.6,NA,green,NA
Port Moody Rocky Point Park,NA,2015,so2,so2_1hr,12,NA,green,NA
Port Moody Rocky Point Park,NA,2015,so2,so2_ann,0.6,NA,green,NA
Port Moody Rocky Point Park,NA,2016,so2,so2_1hr,8.9,NA,green,NA
Port Moody Rocky Point Park,NA,2016,so2,so2_ann,0.3,NA,green,NA
Port Moody Rocky Point Park,NA,2017,so2,so2_1hr,7.5,NA,green,NA
Port Moody Rocky Point Park,NA,2017,so2,so2_ann,0.4,NA,green,NA
Port Moody Rocky Point Park,NA,2018,so2,so2_1hr,6.5,NA,green,NA
Port Moody Rocky Point Park,NA,2018,so2,so2_ann,0.4,NA,green,NA
Port Moody Rocky Point Park,NA,2019,so2,so2_1hr,5.7,NA,green,NA
Port Moody Rocky Point Park,NA,2019,so2,so2_ann,0.3,NA,green,NA
Prince George Gladstone School,NA,2013,so2,so2_1hr,36.7,NA,yellow,NA
Prince George Gladstone School,NA,2013,so2,so2_ann,1.6,NA,green,NA
Prince George Gladstone School,NA,2014,so2,so2_1hr,34.9,NA,yellow,NA
Prince George Gladstone School,NA,2014,so2,so2_ann,1.3,NA,green,NA
Prince George Gladstone School,NA,2015,so2,so2_1hr,35.1,NA,yellow,NA
Prince George Plaza 400,NA,2013,so2,so2_1hr,57.2,NA,orange,NA
Prince George Plaza 400,NA,2013,so2,so2_ann,2.4,NA,yellow,NA
Prince George Plaza 400,NA,2014,so2,so2_1hr,58.8,NA,orange,NA
Prince George Plaza 400,NA,2014,so2,so2_ann,2.3,NA,yellow,NA
Prince George Plaza 400,NA,2015,so2,so2_1hr,58.6,NA,orange,NA
Prince George Plaza 400,NA,2016,so2,so2_1hr,47.4,NA,yellow,NA
Prince George Plaza 400,NA,2016,so2,so2_ann,1.9,NA,green,NA
Prince George Plaza 400,NA,2018,so2,so2_1hr,49.7,NA,yellow,NA
Prince George Plaza 400,NA,2018,so2,so2_ann,1.4,NA,green,NA
Prince George Plaza 400,NA,2019,so2,so2_1hr,43.6,NA,yellow,NA
Prince George Plaza 400,NA,2019,so2,so2_ann,1.2,NA,green,NA
Prince Rupert Fairview,NA,2019,so2,so2_ann,0.3,NA,green,NA
Quesnel,NA,2013,so2,so2_1hr,21,NA,green,NA
Quesnel,NA,2013,so2,so2_ann,0.3,NA,green,NA
Quesnel,NA,2014,so2,so2_1hr,17.8,NA,green,NA
Quesnel,NA,2014,so2,so2_ann,0.3,NA,green,NA
Quesnel,NA,2015,so2,so2_1hr,14.2,NA,green,NA
Quesnel,NA,2015,so2,so2_ann,0.3,NA,green,NA
Quesnel,NA,2016,so2,so2_1hr,12.7,NA,green,NA
Quesnel,NA,2016,so2,so2_ann,0.2,NA,green,NA
Quesnel,NA,2017,so2,so2_1hr,11.7,NA,green,NA
Quesnel,NA,2017,so2,so2_ann,0.2,NA,green,NA
Quesnel,NA,2018,so2,so2_1hr,10.3,NA,green,NA
Quesnel,NA,2018,so2,so2_ann,0.3,NA,green,NA
Quesnel,NA,2019,so2,so2_1hr,9.6,NA,green,NA
Quesnel,NA,2019,so2,so2_ann,0.4,NA,green,NA
Richmond South,NA,2013,so2,so2_1hr,5.9,NA,green,NA
Richmond South,NA,2013,so2,so2_ann,0.5,NA,green,NA
Richmond South,NA,2014,so2,so2_1hr,5.4,NA,green,NA
Richmond South,NA,2014,so2,so2_ann,0.4,NA,green,NA
Richmond South,NA,2015,so2,so2_1hr,5,NA,green,NA
Richmond South,NA,2015,so2,so2_ann,0.4,NA,green,NA
Richmond South,NA,2016,so2,so2_1hr,4.4,NA,green,NA
Richmond South,NA,2016,so2,so2_ann,0.3,NA,green,NA
Richmond South,NA,2017,so2,so2_1hr,4.6,NA,green,NA
Richmond South,NA,2017,so2,so2_ann,0.3,NA,green,NA
Richmond South,NA,2018,so2,so2_1hr,4.1,NA,green,NA
Richmond South,NA,2018,so2,so2_ann,0.3,NA,green,NA
Richmond South,NA,2019,so2,so2_1hr,3.8,NA,green,NA
Richmond South,NA,2019,so2,so2_ann,0.3,NA,green,NA
Rolla 213 Road,NA,2016,so2,so2_ann,0.3,NA,green,NA
Rumble Beach Hospital,NA,2013,so2,so2_1hr,128.2,NA,red,NA
Rumble Beach Hospital,NA,2013,so2,so2_ann,7.5,NA,red,NA
Rumble Beach Hospital,NA,2014,so2,so2_1hr,138.2,NA,red,NA
Rumble Beach Hospital,NA,2014,so2,so2_ann,6.3,NA,red,NA
Rumble Beach Hospital,NA,2015,so2,so2_1hr,146.3,NA,red,NA
Rumble Beach Hospital,NA,2016,so2,so2_1hr,155,NA,red,NA
Squamish Elementary,NA,2016,so2,so2_ann,0.9,NA,green,NA
Squamish Elementary,NA,2017,so2,so2_1hr,7.3,NA,green,NA
Squamish Elementary,NA,2017,so2,so2_ann,0.6,NA,green,NA
Squamish Elementary,NA,2018,so2,so2_1hr,6.3,NA,green,NA
Squamish Elementary,NA,2018,so2,so2_ann,0.2,NA,green,NA
Squamish Elementary,NA,2019,so2,so2_1hr,7.1,NA,green,NA
Squamish Elementary,NA,2019,so2,so2_ann,0.3,NA,green,NA
Squamish Gov t Bldg,NA,2013,so2,so2_1hr,7.8,NA,green,NA
Squamish Gov t Bldg,NA,2014,so2,so2_1hr,6.1,NA,green,NA
Squamish Gov t Bldg,NA,2014,so2,so2_ann,0.7,NA,green,NA
Squamish Gov t Bldg,NA,2015,so2,so2_1hr,3.8,NA,green,NA
Squamish Gov t Bldg,NA,2015,so2,so2_ann,0.7,NA,green,NA
Squamish Gov t Bldg,NA,2016,so2,so2_1hr,3.8,NA,green,NA
Taylor Lone Wolf Golf Course,NA,2016,so2,so2_ann,0.3,NA,green,NA
Taylor Lone Wolf Golf Course,NA,2017,so2,so2_1hr,20.8,NA,green,NA
Taylor Lone Wolf Golf Course,NA,2017,so2,so2_ann,0.5,NA,green,NA
Taylor Lone Wolf Golf Course,NA,2018,so2,so2_1hr,20.8,NA,green,NA
Taylor Townsite,NA,2013,so2,so2_1hr,62.8,NA,orange,NA
Taylor Townsite,NA,2013,so2,so2_ann,1.3,NA,green,NA
Taylor Townsite,NA,2014,so2,so2_1hr,59.4,NA,orange,NA
Taylor Townsite,NA,2015,so2,so2_1hr,52.1,NA,orange,NA
Taylor Townsite,NA,2015,so2,so2_ann,1.1,NA,green,NA
Taylor Townsite,NA,2016,so2,so2_1hr,38.8,NA,yellow,NA
Taylor Townsite,NA,2016,so2,so2_ann,0.7,NA,green,NA
Taylor Townsite,NA,2017,so2,so2_1hr,38.8,NA,yellow,NA
Taylor Townsite,NA,2017,so2,so2_ann,0.7,NA,green,NA
Taylor Townsite,NA,2018,so2,so2_1hr,36.6,NA,yellow,NA
Taylor Townsite,NA,2018,so2,so2_ann,0.9,NA,green,NA
Taylor Townsite,NA,2019,so2,so2_1hr,47,NA,yellow,NA
Taylor Townsite,NA,2019,so2,so2_ann,1,NA,green,NA
Terrace Skeena Middle School,NA,2015,so2,so2_ann,0.2,NA,green,NA
Terrace Skeena Middle School,NA,2016,so2,so2_1hr,3.2,NA,green,NA
Terrace Skeena Middle School,NA,2016,so2,so2_ann,0.5,NA,green,NA
Terrace Skeena Middle School,NA,2017,so2,so2_1hr,4.1,NA,green,NA
Terrace Skeena Middle School,NA,2017,so2,so2_ann,0.5,NA,green,NA
Terrace Skeena Middle School,NA,2018,so2,so2_1hr,5.5,NA,green,NA
Terrace Skeena Middle School,NA,2018,so2,so2_ann,0.4,NA,green,NA
Terrace Skeena Middle School,NA,2019,so2,so2_1hr,5.8,NA,green,NA
Terrace Skeena Middle School,NA,2019,so2,so2_ann,0.5,NA,green,NA
Tomslake 197 Rd East,NA,2014,so2,so2_ann,0.4,NA,green,NA
Tomslake 197 Rd East,NA,2015,so2,so2_ann,0.3,NA,green,NA
Trail Butler Park,NA,2013,so2,so2_1hr,247.2,NA,red,NA
Trail Butler Park,NA,2013,so2,so2_ann,11.2,NA,red,NA
Trail Butler Park,NA,2014,so2,so2_1hr,227,NA,red,NA
Trail Butler Park,NA,2014,so2,so2_ann,8.8,NA,red,NA
Trail Butler Park,NA,2015,so2,so2_1hr,222.1,NA,red,NA
Trail Butler Park,NA,2015,so2,so2_ann,10.2,NA,red,NA
Trail Butler Park,NA,2016,so2,so2_1hr,211.8,NA,red,NA
Trail Butler Park,NA,2016,so2,so2_ann,11.7,NA,red,NA
Trail Butler Park,NA,2017,so2,so2_1hr,257.9,NA,red,NA
Trail Butler Park,NA,2017,so2,so2_ann,11.4,NA,red,NA
Trail Butler Park,NA,2018,so2,so2_1hr,243.4,NA,red,NA
Trail Butler Park,NA,2018,so2,so2_ann,6.2,NA,red,NA
Trail Butler Park,NA,2019,so2,so2_1hr,210.6,NA,red,NA
Trail Butler Park,NA,2019,so2,so2_ann,7.5,NA,red,NA
Trail Columbia Gardens Airport,NA,2013,so2,so2_1hr,111.8,NA,red,NA
Trail Columbia Gardens Airport,NA,2013,so2,so2_ann,5,NA,orange,NA
Trail Columbia Gardens Airport,NA,2014,so2,so2_1hr,113.1,NA,red,NA
Trail Columbia Gardens Airport,NA,2014,so2,so2_ann,5.5,NA,red,NA
Trail Columbia Gardens Airport,NA,2015,so2,so2_1hr,86.9,NA,red,NA
Trail Columbia Gardens Airport,NA,2015,so2,so2_ann,4.6,NA,orange,NA
Trail Columbia Gardens Airport,NA,2016,so2,so2_1hr,85.2,NA,red,NA
Trail Columbia Gardens Airport,NA,2016,so2,so2_ann,4.9,NA,orange,NA
Trail Columbia Gardens Airport,NA,2017,so2,so2_1hr,88.6,NA,red,NA
Trail Columbia Gardens Airport,NA,2017,so2,so2_ann,5.4,NA,red,NA
Trail Columbia Gardens Airport,NA,2018,so2,so2_1hr,87.1,NA,red,NA
Trail Columbia Gardens Airport,NA,2018,so2,so2_ann,3.7,NA,orange,NA
Trail Columbia Gardens Airport,NA,2019,so2,so2_1hr,72.3,NA,red,NA
Trail Columbia Gardens Airport,NA,2019,so2,so2_ann,3.2,NA,orange,NA
Tsawwassen,NA,2013,so2,so2_1hr,7.9,NA,green,NA
Tsawwassen,NA,2013,so2,so2_ann,0.3,NA,green,NA
Tsawwassen,NA,2014,so2,so2_1hr,7.3,NA,green,NA
Tsawwassen,NA,2014,so2,so2_ann,0.4,NA,green,NA
Tsawwassen,NA,2015,so2,so2_1hr,5.7,NA,green,NA
Tsawwassen,NA,2015,so2,so2_ann,0.3,NA,green,NA
Tsawwassen,NA,2016,so2,so2_1hr,5.3,NA,green,NA
Tsawwassen,NA,2016,so2,so2_ann,0.4,NA,green,NA
Tsawwassen,NA,2017,so2,so2_1hr,5.5,NA,green,NA
Tsawwassen,NA,2017,so2,so2_ann,0.4,NA,green,NA
Tsawwassen,NA,2018,so2,so2_1hr,5.6,NA,green,NA
Tsawwassen,NA,2018,so2,so2_ann,0.3,NA,green,NA
Tsawwassen,NA,2019,so2,so2_1hr,5.4,NA,green,NA
Tsawwassen,NA,2019,so2,so2_ann,0.2,NA,green,NA
Vancouver Clark Drive,NA,2018,so2,so2_ann,0.6,NA,green,NA
Vancouver Clark Drive,NA,2019,so2,so2_1hr,4.7,NA,green,NA
Vancouver Clark Drive,NA,2019,so2,so2_ann,0.4,NA,green,NA
Vancouver International Airport 2,NA,2013,so2,so2_1hr,6.9,NA,green,NA
Vancouver International Airport 2,NA,2013,so2,so2_ann,0.7,NA,green,NA
Vancouver International Airport 2,NA,2014,so2,so2_1hr,6,NA,green,NA
Vancouver International Airport 2,NA,2014,so2,so2_ann,0.6,NA,green,NA
Vancouver International Airport 2,NA,2015,so2,so2_1hr,5.1,NA,green,NA
Vancouver International Airport 2,NA,2015,so2,so2_ann,0.4,NA,green,NA
Vancouver International Airport 2,NA,2016,so2,so2_1hr,4.3,NA,green,NA
Vancouver International Airport 2,NA,2016,so2,so2_ann,0.2,NA,green,NA
Vancouver International Airport 2,NA,2017,so2,so2_1hr,4.2,NA,green,NA
Vancouver International Airport 2,NA,2017,so2,so2_ann,0.4,NA,green,NA
Vancouver International Airport 2,NA,2018,so2,so2_1hr,4,NA,green,NA
Vancouver International Airport 2,NA,2018,so2,so2_ann,0.5,NA,green,NA
Vancouver International Airport 2,NA,2019,so2,so2_1hr,3.9,NA,green,NA
Vancouver International Airport 2,NA,2019,so2,so2_ann,0.4,NA,green,NA
Vancouver Kitsilano,NA,2013,so2,so2_1hr,14.6,NA,green,NA
Vancouver Kitsilano,NA,2013,so2,so2_ann,1,NA,green,NA
Vancouver Kitsilano,NA,2014,so2,so2_1hr,13.6,NA,green,NA
Vancouver Pandora Park,NA,2016,so2,so2_ann,1,NA,green,NA
Vancouver Pandora Park,NA,2017,so2,so2_1hr,19.9,NA,green,NA
Vancouver Pandora Park,NA,2017,so2,so2_ann,1.2,NA,green,NA
Vancouver Pandora Park,NA,2018,so2,so2_1hr,17,NA,green,NA
Vancouver Pandora Park,NA,2018,so2,so2_ann,0.7,NA,green,NA
Vancouver Pandora Park,NA,2019,so2,so2_1hr,11.7,NA,green,NA
Vancouver Pandora Park,NA,2019,so2,so2_ann,0.6,NA,green,NA
Vancouver Robson Square,NA,2013,so2,so2_1hr,28,NA,green,NA
Vancouver Robson Square,NA,2013,so2,so2_ann,2.2,NA,yellow,NA
Vancouver Robson Square,NA,2014,so2,so2_1hr,22.9,NA,green,NA
Vancouver Robson Square,NA,2014,so2,so2_ann,1.6,NA,green,NA
Vancouver Robson Square,NA,2015,so2,so2_1hr,12.4,NA,green,NA
Vancouver Robson Square,NA,2015,so2,so2_ann,0.6,NA,green,NA
Vancouver Robson Square,NA,2016,so2,so2_1hr,10.7,NA,green,NA
Vancouver Robson Square,NA,2017,so2,so2_1hr,7.9,NA,green,NA
Vancouver Robson Square,NA,2017,so2,so2_ann,0.5,NA,green,NA
Vancouver Robson Square,NA,2018,so2,so2_1hr,6,NA,green,NA
Vancouver Robson Square,NA,2018,so2,so2_ann,0.4,NA,green,NA
Vancouver Robson Square,NA,2019,so2,so2_1hr,4.9,NA,green,NA
Vancouver Robson Square,NA,2019,so2,so2_ann,0.3,NA,green,NA
Vernon Science Centre,NA,2013,so2,so2_1hr,3.1,NA,green,NA
Victoria James Bay Daniels Electronics,NA,2013,so2,so2_1hr,55.5,NA,orange,NA
Victoria James Bay Daniels Electronics,NA,2013,so2,so2_ann,0.7,NA,green,NA
Victoria James Bay Daniels Electronics,NA,2014,so2,so2_1hr,47.8,NA,yellow,NA
Victoria James Bay The Reef,NA,2015,so2,so2_1hr,46.8,NA,yellow,NA
Victoria James Bay The Reef,NA,2015,so2,so2_ann,0.2,NA,green,NA
Victoria James Bay The Reef,NA,2016,so2,so2_1hr,32.3,NA,yellow,NA
Victoria James Bay The Reef,NA,2016,so2,so2_ann,0.1,NA,green,NA
Victoria James Bay The Reef,NA,2017,so2,so2_1hr,7.9,NA,green,NA
Victoria James Bay The Reef,NA,2017,so2,so2_ann,0.1,NA,green,NA
Victoria James Bay The Reef,NA,2018,so2,so2_1hr,3.2,NA,green,NA
Victoria James Bay The Reef,NA,2018,so2,so2_ann,0.2,NA,green,NA
Victoria James Bay The Reef,NA,2019,so2,so2_1hr,2.9,NA,green,NA
Victoria James Bay The Reef,NA,2019,so2,so2_ann,0.1,NA,green,NA
Victoria Topaz,NA,2013,so2,so2_1hr,20.6,NA,green,NA
